"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","LetAbility","langinst","wPercentCx","rawPercentCx","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","LetAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"423",423,423,"Y",999,3,0,NA,0,3,0.206552098881683,"en",0.65,0.65625,20,69,82,71,NA,1,105,8,"EO",NA,-0.268271574730079,"EO","Eligible","Hispanic","en","EO"
"424",424,424,"Y",999,2,1,NA,1,2,-1.32810767070559,"en",0.35,0.34375,20,78,95,85,NA,1,101,8,"EL",310,-1.61384113630288,"EL","Eligible","Hispanic","en","ES"
"425",425,425,"Y",999,1,1,NA,1,2,-1.3373526565918,"en",0.35,0.3125,20,79,77,83,NA,1,91,8,"EL",260,-1.1503606021529,"EL","Eligible","Hispanic","en","ES"
"426",426,426,"Y",999,2,0,NA,0,NA,-1.32810767070559,"en",0.35,0.34375,20,72,94,74,NA,1,99,8,"EO",NA,-1.51929603229564,"EO","Eligible","Hispanic","en","EO"
"427",427,427,"N",700,0,0,NA,0,NA,-0.719362758733845,"en",0.475,0.4375,20,105,110,106,NA,1,90,8,"EO",NA,-0.485098152291323,"EO","Ineligible","Not Hispanic","en","EO"
"428",428,428,"N",600,0,0,NA,0,NA,0.552355284071622,"en",0.75,0.75,20,90,102,99,NA,1,90,8,"EO",NA,0.786619890514144,"EO","Ineligible","Not Hispanic","en","EO"
"429",429,429,"Y",999,2,1,NA,1,1,-1.58573998350476,"en",0.3,0.28125,20,63,62,63,NA,1,102,8,"EL",155,-1.91874600110566,"EL","Eligible","Hispanic","en","ES"
"430",430,430,"Y",999,2,1,NA,1,2,-1.3373526565918,"en",0.35,0.3125,20,85,87,84,NA,1,89,8,"EL",155,-1.05581549814566,"EL","Eligible","Hispanic","en","ES"
"431",431,431,"Y",999,3,0,NA,0,NA,0.187970476525537,"en",0.675,0.65625,20,109,105,94,NA,1,96,8,"EO",NA,0.138599770946345,"EO","Eligible","Hispanic","en","EO"
"432",432,432,"N",999,2,1,NA,1,2,-2.02785306850353,"en",0.2,0.1875,20,88,102,86,NA,1,91,8,"EL",255,-1.84086101406463,"EL","Eligible","Not Hispanic","en","ES"
"433",433,433,"Y",700,0,0,NA,0,NA,0.328485693608654,"en",0.675,0.6875,20,80,102,86,NA,1,92,8,"EO",NA,0.468205196043938,"EO","Ineligible","Hispanic","en","EO"
"434",434,434,"Y",999,2,1,NA,1,2,-0.301858799449767,"en",0.525,0.53125,20,58,76,58,NA,1,105,8,"EL",253,-0.776682473061529,"EL","Eligible","Hispanic","en","ES"
"435",435,435,"Y",999,2,1,NA,1,1,-0.179165770694712,"es",0.625,0.5625,20,63,82,67,NA,1,99,8,"EL",161,-0.37035413228476,"EL","Eligible","Hispanic","es","ES"
"436",436,436,"Y",700,0,1,NA,0,3,-1.58573998350476,"en",0.3,0.28125,20,84,101,79,NA,1,92,8,"EL",161,-1.44602048106948,"EL","Ineligible","Hispanic","en","ES"
"437",437,437,"Y",999,2,1,NA,1,1,-1.37571209017136,"en",0.1,0.166666666666667,20,80,61,83,NA,1,92,8,"EL",184,-1.23599258773608,"EL","Eligible","Hispanic","en","ES"
"438",438,438,"Y",999,2,0,NA,0,NA,0.404481589687733,"en",0.75,0.71875,20,89,103,97,NA,1,91,8,"EO",NA,0.591473644126636,"EO","Eligible","Hispanic","en","EO"
"439",439,439,"Y",999,2,0,NA,0,3,-1.4655143363769,"en",0.325,0.3125,20,84,103,89,NA,1,99,8,"EO",NA,-1.65670269796695,"EO","Eligible","Hispanic","en","EO"
"440",440,440,"Y",999,2,0,NA,0,NA,1.24093420144233,"en",0.925,0.90625,20,92,100,91,NA,1,98,8,"EO",NA,1.0970183918559,"EO","Eligible","Hispanic","en","EO"
"441",441,441,"Y",999,2,1,NA,1,2,-0.0509669850588511,"en",0.625,0.59375,20,74,90,76,NA,1,100,8,"EL",270,-0.289427898652518,"EL","Eligible","Hispanic","en","ES"
"442",442,442,"Y",999,2,1,NA,1,2,-1.8627848485315,"en",0.225,0.1875,20,88,NA,NA,73,1,90,8,"EL",232,-1.62852024208898,"EL","Eligible","Hispanic","en","ES"
"443",443,443,"Y",999,2,1,NA,0,NA,-2.02785306850353,"en",0.2,0.1875,20,65,81,76,NA,1,102,8,"EL",358,-2.36085908610444,"EL","Eligible","Hispanic","en","ES"
"444",444,444,"Y",999,0,1,NA,1,2,-0.0397440157169303,"en",0.6,0.59375,20,86,108,88,NA,1,91,8,"EL",260,0.147248038721973,"EL","Ineligible","Hispanic","en","ES"
"445",445,445,"Y",999,2,0,NA,0,NA,0.187970476525537,"en",0.675,0.65625,20,115,118,105,NA,1,93,8,"EO",NA,0.280417426957202,"EO","Eligible","Hispanic","en","EO"
"446",446,446,"Y",999,2,1,NA,0,NA,-1.07070072592852,"en",0.4,0.375,20,86,92,88,NA,1,91,8,"EL",412,-0.883708671489617,"EL","Eligible","Hispanic","en","ES"
"447",447,447,"Y",999,2,1,NA,1,3,0.170196042973608,"en",0.7,0.65625,20,107,109,99,NA,1,93,8,"EL",219,0.262642993405273,"EL","Eligible","Hispanic","en","ES"
"448",448,448,"Y",999,2,0,NA,0,NA,0.328485693608654,"en",0.675,0.6875,20,69,93,80,NA,1,100,8,"EO",NA,0.0900247800149868,"EO","Eligible","Hispanic","en","EO"
"449",449,449,"Y",999,2,1,NA,1,3,0.682889073528577,"en",0.775,0.78125,20,89,95,85,NA,1,101,8,"EL",163,0.397155607931291,"EL","Eligible","Hispanic","en","ES"
"450",450,450,"Y",999,3,1,NA,1,1,-1.55231117435272,"en",0.3,0.25,20,83,95,88,NA,1,96,8,"EL",155,-1.60168187993191,"EL","Eligible","Hispanic","en","ES"
"451",451,451,"Y",999,2,1,NA,1,3,-0.299524492150996,"en",0.55,0.53125,20,64,73,76,NA,1,104,8,"EL",394,-0.727075613759139,"EL","Eligible","Hispanic","en","ES"
"452",452,452,"Y",999,2,0,NA,0,NA,0.653420792083748,"en",0.8,0.78125,20,102,105,99,NA,1,98,8,"EO",NA,0.509504982497319,"EO","Eligible","Hispanic","en","EO"
"453",453,453,"N",700,0,0,NA,0,NA,0.303685901646893,"en",0.725,0.725,20,104,115,100,NA,1,99,8,"EO",NA,0.112497540056845,"EO","Ineligible","Not Hispanic","en","EO"
"454",454,454,"Y",700,2,0,NA,0,NA,0.0843889639059041,"en",0.625,0.625,20,80,95,81,NA,1,96,8,"EO",NA,0.0350182583267125,"EO","Eligible","Hispanic","en","EO"
"455",455,455,"Y",999,0,1,NA,1,2,-1.12122138764408,"en",0.375,0.40625,20,71,NA,NA,61,1,100,8,"EL",160,-1.35968230123775,"EL","Ineligible","Hispanic","en","ES"
"456",456,456,"Y",700,1,0,NA,0,NA,0.552355284071622,"en",0.75,0.75,20,96,116,100,NA,1,94,8,"EO",NA,0.597529682499668,"EO","Eligible","Hispanic","en","EO"
"457",457,457,"Y",999,1,0,NA,1,3,0.756985308390598,"en",0.85,0.8125,20,89,94,89,NA,1,97,8,"EO",NA,0.660342050807788,"EO","Eligible","Hispanic","en","EO"
"458",458,458,"Y",700,0,0,NA,0,3,0.936751538683891,"en",0.85,0.84375,20,123,122,122,NA,1,95,8,"EO",NA,0.934653385108318,"EO","Ineligible","Hispanic","en","EO"
"459",459,459,"Y",999,0,1,NA,1,NA,0.117252020048695,"en",0.575,0.625,20,86,98,91,NA,1,91,8,"EL",316,0.304244074487598,"EL","Ineligible","Hispanic","en","ES"
"460",460,460,"Y",999,0,0,NA,0,NA,-1.4655143363769,"en",0.325,0.3125,20,77,76,88,NA,1,93,8,"EO",NA,-1.37306738594523,"EO","Ineligible","Hispanic","en","EO"
"461",461,461,"Y",999,0,0,NA,0,NA,-0.301858799449767,"en",0.525,0.53125,20,NA,NA,NA,NA,1,99,8,"EO",NA,-0.493047161039815,"EO","Ineligible","Hispanic","en","EO"
"462",462,462,"Y",999,2,0,NA,1,3,0.170196042973608,"en",0.7,0.65625,20,102,85,90,NA,1,100,8,"EO",NA,-0.0682648706200592,"EO","Eligible","Hispanic","en","EO"
"463",463,463,"Y",700,2,1,NA,1,2,1.24093420144233,"en",0.925,0.90625,20,103,107,80,NA,1,93,8,"EL",310,1.333381151874,"EL","Eligible","Hispanic","en","ES"
"464",464,464,"Y",999,0,0,NA,0,NA,-1.4655143363769,"en",0.325,0.3125,20,130,126,127,NA,1,94,8,"EO",NA,-1.42033993794885,"EO","Ineligible","Hispanic","en","EO"
"465",465,465,"Y",700,3,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,18,73,76,73,NA,1,102,13,"EO",NA,0.456052891305037,"EO","Eligible","Hispanic","en","EO"
"466",466,466,"Y",700,3,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,18,100,113,112,NA,1,94,13,"EO",NA,1.74078372058632,"EO","Eligible","Hispanic","en","EO"
"467",467,467,"Y",700,3,0,NA,NA,NA,-0.928702255349054,"en",0.45,0.45,18,80,84,78,NA,1,92,13,"EO",NA,-0.78898275291377,"EO","Eligible","Hispanic","en","EO"
"468",468,468,"N",600,3,0,NA,NA,NA,0.902525323295066,"en",0.85,0.85,18,76,84,80,NA,1,114,13,"EO",NA,0.00224868165073411,"EO","Eligible","Not Hispanic","en","EO"
"469",469,469,"N",600,3,0,NA,NA,NA,1.01561942017272,"en",0.833333333333333,0.833333333333333,18,80,96,93,NA,1,114,13,"EO",NA,0.115342778528388,"EO","Eligible","Not Hispanic","en","EO"
"470",470,470,"Y",700,3,0,NA,NA,NA,0.404481589687733,"en",0.75,0.71875,18,96,64,99,NA,1,98,13,"EO",NA,0.260565780101304,"EO","Eligible","Hispanic","en","EO"
"471",471,471,"Y",700,3,1,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,18,103,102,100,NA,1,100,13,"EL",430,1.4571484085646,"EL","Eligible","Hispanic","en","ES"
"472",472,472,"Y",700,3,1,NA,NA,NA,0.225973831038495,"en",0.625,0.65625,15,71,86,75,NA,1,91,10,"EL",343,0.412965885477398,"EL","Eligible","Hispanic","en","ES"
"473",473,473,"N",700,3,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,18,78,104,86,NA,1,106,13,"EO",NA,1.17351309654289,"EO","Eligible","Not Hispanic","en","EO"
"474",474,474,"Y",200,3,0,NA,NA,NA,2.07004231288952,"en",1,1,18,112,119,115,NA,1,96,13,"EO",NA,2.02067160731033,"EO","Eligible","Hispanic","en","EO"
"475",475,475,"Y",700,3,1,NA,NA,NA,-0.361503037962769,"en",0.575,0.575,18,68,77,79,NA,1,90,13,"EL",215,-0.127238431520247,"EL","Eligible","Hispanic","en","ES"
"476",476,476,"Y",700,3,1,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,18,77,74,69,NA,1,93,13,"EL",208,0.14774039570283,"EL","Eligible","Hispanic","en","ES"
"477",477,477,"Y",700,3,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,18,109,100,96,NA,1,94,13,"EO",NA,0.834233307333988,"EO","Eligible","Hispanic","en","EO"
"478",478,478,"Y",700,0,1,NA,NA,NA,2.07004231288952,"en",1,1,18,81,95,75,NA,1,99,13,"EL",279,1.87885395129947,"EL","Ineligible","Hispanic","en","ES"
"479",479,479,"N",700,3,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,18,93,63,85,NA,1,99,13,"EL",367,0.514970877293017,"EL","Eligible","Not Hispanic","en","ES"
"480",480,480,"Y",700,3,1,NA,NA,NA,0.646228515840573,"en",0.775,0.775,18,102,100,94,NA,1,102,13,"EL",413,0.313222498239668,"EL","Eligible","Hispanic","en","ES"
"481",481,481,"N",100,3,0,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,18,116,115,112,NA,1,88,13,"EO",NA,0.756648871149631,"EO","Eligible","Not Hispanic","en","EO"
"482",482,482,"Y",700,3,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,18,68,89,75,NA,1,100,13,"EO",NA,0.550597995312275,"EO","Eligible","Hispanic","en","EO"
"483",483,483,"Y",700,0,1,NA,NA,NA,0.606804016364387,"en",0.8,0.8,18,61,51,67,NA,1,100,13,"EL",151,0.36834310277072,"EL","Ineligible","Hispanic","en","ES"
"484",484,484,"Y",700,3,0,NA,NA,NA,0.310352135375381,"en",0.625,0.625,18,64,76,71,NA,1,92,13,"EO",NA,0.450071637810665,"EO","Eligible","Hispanic","en","EO"
"485",485,485,"Y",700,3,0,NA,NA,NA,0.187970476525537,"en",0.675,0.65625,18,99,93,98,NA,1,94,13,"EO",NA,0.233144874953583,"EO","Eligible","Hispanic","en","EO"
"486",486,486,"Y",700,3,1,NA,NA,NA,0.822450843643387,"en",0.8,0.8125,18,68,77,82,NA,1,94,13,"EL",195,0.867625242071433,"EL","Eligible","Hispanic","en","ES"
"487",487,487,"N",600,0,0,NA,NA,NA,0.441524789765098,"en",0.75,0.75,18,88,103,86,NA,1,94,13,"EO",NA,0.486699188193144,"EO","Ineligible","Not Hispanic","en","EO"
"488",488,488,"N",600,0,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,18,106,104,109,NA,1,91,13,"EO",NA,0.893151293321968,"EO","Ineligible","Not Hispanic","en","EO"
"489",489,489,"N",600,3,0,NA,NA,NA,0.437914977855591,"en",0.666666666666667,0.666666666666667,18,72,74,84,NA,1,90,13,"EO",NA,0.672179584298113,"EO","Eligible","Not Hispanic","en","EO"
"490",490,490,"Y",700,3,0,NA,NA,NA,2.07004231288952,"en",1,1,18,100,108,108,NA,1,101,13,"EO",NA,1.78430884729223,"EO","Eligible","Hispanic","en","EO"
"491",491,491,"Y",700,3,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,18,90,105,88,NA,1,96,13,"EO",NA,1.64623861657908,"EO","Eligible","Hispanic","en","EO"
"492",492,492,"Y",700,0,0,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,18,92,89,84,NA,1,97,13,"EO",NA,0.0869950718661175,"EO","Ineligible","Hispanic","en","EO"
"493",493,493,"Y",700,0,0,NA,NA,NA,-0.306288662678975,"en",0.5,0.53125,18,92,111,86,NA,1,93,13,"EO",NA,-0.21384171224731,"EO","Ineligible","Hispanic","en","EO"
"494",494,494,"Y",600,3,0,NA,NA,NA,-2.5476518978488,"en",0.175,0.175,18,116,122,108,NA,1,89,13,"EO",NA,-2.26611473940266,"EO","Eligible","Hispanic","en","EO"
"495",495,495,"Y",700,3,1,NA,NA,NA,-0.823002971345976,"en",0.5,0.5,18,104,119,104,NA,1,102,13,"EL",150,-1.15600898894688,"EL","Eligible","Hispanic","en","ES"
"496",496,496,"Y",700,3,1,NA,NA,NA,0.822450843643387,"en",0.8,0.8125,18,110,122,91,NA,1,101,13,"EL",355,0.536717378046101,"EL","Eligible","Hispanic","en","ES"
"497",497,497,"Y",999,3,1,NA,NA,NA,0.706159238883065,"en",0.75,0.75,18,NA,NA,NA,NA,1,95,1,"EL",355,0.704061085307492,"EL","Eligible","Hispanic","en","ES"
"498",498,498,"Y",700,0,0,NA,NA,NA,1.52372648069845,"en",0.925,0.9375,22,105,122,109,NA,2,109,29,"EO",NA,0.859812599072213,"EO","Ineligible","Hispanic","en","EO"
"499",499,499,"N",700,1,0,NA,NA,NA,0.404481589687733,"en",0.75,0.71875,22,128,134,112,NA,2,105,29,"EO",NA,-0.0703420839240286,"EO","Eligible","Not Hispanic","en","EO"
"500",500,500,"Y",800,0,0,NA,NA,NA,0.822450843643387,"en",0.8,0.8125,22,104,119,108,NA,2,107,29,"EO",NA,0.253082066024387,"EO","Ineligible","Hispanic","en","EO"
"501",501,501,"N",400,2,0,NA,NA,NA,0.936751538683891,"en",0.85,0.84375,22,99,100,90,NA,2,109,29,"EO",NA,0.272837657057654,"EO","Eligible","Not Hispanic","en","EO"
"502",502,502,"Y",999,2,1,NA,NA,NA,1.05886917649267,"en",0.9,0.875,22,114,112,74,NA,2,113,29,"EL",367,0.205865086851957,"EL","Eligible","Hispanic","en","ES"
"503",503,503,"N",700,1,0,NA,NA,NA,-1.78216933382272,"en",0.25,0.21875,22,60,75,59,NA,2,110,29,"EO",NA,-2.49335576745258,"EO","Eligible","Not Hispanic","en","EO"
"504",504,504,"Y",700,0,1,NA,NA,NA,1.24093420144233,"en",0.925,0.90625,22,113,108,73,NA,2,107,29,"EL",324,0.67156542382333,"EL","Ineligible","Hispanic","en","ES"
"505",505,505,"Y",999,1,0,NA,NA,NA,-0.0157782351586747,"en",0.55,0.59375,22,63,62,71,NA,2,103,29,"EO",NA,-0.396056804763199,"EO","Eligible","Hispanic","en","EO"
"506",506,506,"Y",999,2,1,NA,NA,NA,0.350844741067637,"en",0.65,0.6875,22,102,94,86,NA,2,108,29,"EL",430,-0.265796588554981,"EL","Eligible","Hispanic","en","ES"
"507",507,507,"N",200,0,0,NA,NA,NA,0.682889073528577,"en",0.775,0.78125,22,105,105,109,NA,1,94,29,"EO",NA,0.728063471956623,"EO","Ineligible","Not Hispanic","en","EO"
"508",508,508,"Y",NA,2,0,NA,NA,NA,0.0552934452711644,"en",0.541666666666667,0.541666666666667,22,77,96,79,NA,1,95,29,"EO",NA,0.0531952916955917,"EO","Eligible","Hispanic","en","EO"
"509",509,509,"N",600,0,0,NA,NA,NA,0.126658672674944,"en",0.675,0.675,22,77,89,75,NA,1,104,29,"EO",NA,-0.300892448933199,"EO","Ineligible","Not Hispanic","en","EO"
"510",510,510,"Y",NA,1,1,NA,NA,NA,0.0406514392034822,"en",0.7,0.625,22,111,97,93,NA,1,97,29,"EL",362,-0.0559918183793283,"EL","Eligible","Hispanic","en","ES"
"511",511,511,"Y",NA,0,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,22,80,106,89,NA,1,100,29,"EO",NA,0.330420678294857,"EO","Ineligible","Hispanic","en","EO"
"512",512,512,"N",700,1,0,NA,NA,NA,1.29286229049482,"en",0.9,0.90625,22,77,68,85,NA,1,96,29,"EO",NA,1.24349158491563,"EO","Eligible","Not Hispanic","en","EO"
"513",513,513,"Y",NA,2,1,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,22,75,NA,NA,69,1,100,29,"EL",262,-0.315745609882651,"EL","Eligible","Hispanic","en","ES"
"514",514,514,"Y",700,0,0,NA,NA,NA,0.0521909770380707,"en",0.675,0.675,22,88,102,93,NA,1,95,29,"EO",NA,0.050092823462498,"EO","Ineligible","Hispanic","en","EO"
"515",515,515,"Y",700,0,0,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,22,78,95,81,NA,1,92,29,"EO",NA,0.567558663135155,"EO","Ineligible","Hispanic","en","EO"
"516",516,516,"Y",NA,2,0,NA,NA,NA,-0.823600885651215,"en",0.425,0.4375,22,85,103,88,NA,1,91,29,"EO",NA,-0.636608831212312,"EO","Eligible","Hispanic","en","EO"
"517",517,517,"N",400,0,0,NA,NA,NA,0.526130294968352,"en",0.775,0.75,22,106,105,99,NA,1,95,29,"EO",NA,0.524032141392779,"EO","Ineligible","Not Hispanic","en","EO"
"518",518,518,"N",700,2,0,NA,NA,NA,0.126658672674944,"en",0.675,0.675,22,75,98,92,NA,1,93,29,"EO",NA,0.219105623106609,"EO","Eligible","Not Hispanic","en","EO"
"519",519,519,"Y",NA,0,1,NA,NA,NA,-0.697379460251308,"en",0.333333333333333,0.333333333333333,12,119,117,84,NA,1,96,30,"EL",400,-0.7467501658305,"EL","Ineligible","Hispanic","en","ES"
"520",520,520,"N",700,0,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,12,139,136,131,NA,1,99,30,"EO",NA,1.22855963151246,"EO","Ineligible","Not Hispanic","en","EO"
"521",521,521,"N",700,0,0,NA,NA,NA,0.303685901646893,"en",0.725,0.725,12,79,81,77,NA,1,96,30,"EO",NA,0.254315196067701,"EO","Ineligible","Not Hispanic","en","EO"
"522",522,522,"N",700,0,0,NA,NA,NA,0.26519881863918,"en",0.725,0.725,12,108,120,87,NA,1,95,30,"EO",NA,0.263100665063607,"EO","Ineligible","Not Hispanic","en","EO"
"523",523,523,"N",NA,0,1,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,12,105,107,93,NA,1,96,30,"EL",325,1.37037728752332,"EL","Ineligible","Not Hispanic","en","ES"
"524",524,524,"Y",700,0,1,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,12,68,81,75,NA,1,91,30,"EL",379,-0.687517023342844,"EL","Ineligible","Hispanic","en","ES"
"525",525,525,"N",600,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,12,71,84,74,NA,1,89,30,"EO",NA,1.13493608429897,"EO","Ineligible","Not Hispanic","en","EO"
"526",526,526,"Y",700,0,0,NA,NA,NA,-0.366081807920853,"en",0.416666666666667,0.416666666666667,12,95,102,91,NA,1,98,30,"EO",NA,-0.509997617507282,"EO","Ineligible","Hispanic","en","EO"
"527",527,527,"N",700,0,0,NA,NA,NA,1.28487842118688,"en",0.9,0.9,12,99,105,94,NA,1,94,30,"EO",NA,1.33005281961493,"EO","Ineligible","Not Hispanic","en","EO"
"528",528,528,"N",700,0,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,12,124,117,116,NA,1,95,30,"EO",NA,1.6935111685827,"EO","Ineligible","Not Hispanic","en","EO"
"529",529,529,"N",200,0,0,NA,NA,NA,1.85477345026631,"en",0.975,0.975,12,125,130,125,NA,1,89,30,"EO",NA,2.13631060871245,"EO","Ineligible","Not Hispanic","en","EO"
"530",530,530,"N",700,0,0,NA,NA,NA,-0.0772846962889839,"en",0.5,0.5,12,123,121,119,NA,1,88,30,"EO",NA,0.251525014160776,"EO","Ineligible","Not Hispanic","en","EO"
"531",531,531,"Y",700,0,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,12,112,103,98,NA,1,100,30,"EO",NA,0.330420678294857,"EO","Ineligible","Hispanic","en","EO"
"532",532,532,"N",200,0,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,12,103,101,107,NA,1,93,30,"EO",NA,1.29277562753948,"EO","Ineligible","Not Hispanic","en","EO"
"533",533,533,"N",700,0,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,12,102,100,91,NA,1,94,30,"EO",NA,1.24550307553586,"EO","Ineligible","Not Hispanic","en","EO"
"534",534,534,"Y",700,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,12,108,109,101,NA,1,98,30,"EO",NA,0.709483116266396,"EO","Ineligible","Hispanic","en","EO"
"535",535,535,"N",200,0,0,NA,NA,NA,1.20032867710781,"en",0.875,0.875,12,94,91,99,NA,1,90,30,"EO",NA,1.43459328355033,"EO","Ineligible","Not Hispanic","en","EO"
"536",536,536,"N",700,0,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,12,131,127,120,NA,1,97,30,"EO",NA,1.59896606457546,"EO","Ineligible","Not Hispanic","en","EO"
"537",537,537,"Y",700,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,12,131,132,124,NA,1,90,30,"EO",NA,1.08766353229535,"EO","Ineligible","Hispanic","en","EO"
"538",538,538,"N",700,0,0,NA,NA,NA,-0.874509077781747,"en",0.291666666666667,0.291666666666667,12,111,102,94,NA,1,92,30,"EO",NA,-0.734789575346463,"EO","Ineligible","Not Hispanic","en","EO"
"539",539,539,"N",700,0,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,12,108,109,107,NA,1,88,30,"EO",NA,0.897691302338284,"EO","Ineligible","Not Hispanic","en","EO"
"540",540,540,"Y",700,0,0,NA,NA,NA,0.706159238883065,"en",0.75,0.75,12,105,81,80,NA,1,100,30,"EO",NA,0.467698325289398,"EO","Ineligible","Hispanic","en","EO"
"541",541,541,"Y",NA,0,1,NA,NA,NA,0.183638329448928,"en",0.583333333333333,0.583333333333333,12,51,NA,60,NA,1,98,30,"EL",411,0.0397225198624986,"EL","Ineligible","Hispanic","en","ES"
"542",542,542,"N",700,0,0,NA,NA,NA,2.07004231288952,"en",1,1,12,108,109,107,NA,1,88,30,"EO",NA,2.39885202333928,"EO","Ineligible","Not Hispanic","en","EO"
"543",543,543,"N",700,0,0,NA,NA,NA,0.568881591888524,"en",0.708333333333333,0.708333333333333,12,116,118,109,NA,1,98,30,"EO",NA,0.424965782302095,"EO","Ineligible","Not Hispanic","en","EO"
"544",544,544,"N",700,0,0,NA,NA,NA,1.41974799310251,"en",0.916666666666667,0.916666666666667,12,111,118,114,NA,1,94,30,"EO",NA,1.46492239153056,"EO","Ineligible","Not Hispanic","en","EO"
"545",545,545,"N",700,0,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,12,99,107,109,NA,1,90,30,"EO",NA,-1.14144748372884,"EO","Ineligible","Not Hispanic","en","EO"
"546",546,546,"Y",400,0,0,NA,NA,NA,1.69560932215827,"en",0.958333333333333,0.958333333333333,12,109,113,95,NA,1,100,30,"EO",NA,1.4571484085646,"EO","Ineligible","Hispanic","en","EO"
"547",547,547,"N",700,0,0,NA,NA,NA,0.853398925852826,"en",0.791666666666667,0.791666666666667,12,96,104,93,NA,1,88,30,"EO",NA,1.18220863630259,"EO","Ineligible","Not Hispanic","en","EO"
"548",548,548,"Y",700,0,1,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,4,87,112,87,NA,1,99,17,"EL",360,0.236650799109823,"EL","Ineligible","Hispanic","en","ES"
"549",549,549,"N",700,0,0,NA,NA,NA,-0.0280061563442619,"en",0.575,0.59375,4,97,102,96,NA,1,98,17,"EO",NA,-0.171921965930691,"EO","Ineligible","Not Hispanic","en","EO"
"550",550,550,"N",700,0,0,NA,NA,NA,0.187970476525537,"en",0.675,0.65625,4,121,124,112,NA,1,98,17,"EO",NA,0.0440546669391076,"EO","Ineligible","Not Hispanic","en","EO"
"551",551,551,"N",700,0,0,NA,NA,NA,0.653420792083748,"en",0.8,0.78125,4,142,137,135,NA,1,97,17,"EO",NA,0.556777534500938,"EO","Ineligible","Not Hispanic","en","EO"
"552",552,552,"N",700,0,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,4,90,106,103,NA,1,92,17,"EO",NA,-0.021775883395998,"EO","Ineligible","Not Hispanic","en","EO"
"553",553,553,"N",700,55,0,NA,NA,NA,-1.85993723418404,"en",0.25,0.25,4,79,86,86,NA,1,92,17,"EO",NA,-1.72021773174876,"EO","NotReported","Not Hispanic","en","EO"
"554",554,554,"Y",999,2,1,NA,1,2,-2.14512030407946,"es",0.2,0.21875,20,80,82,84,NA,0,86,8,"EL",346,-1.72176548962246,"EL","Eligible","Hispanic","es","ES"
"555",555,555,"Y",700,0,0,NA,0,NA,-0.372357311219169,"en",0.575,0.575,20,106,124,109,NA,0,76,8,"EO",NA,0.523723023274017,"EO","Ineligible","Hispanic","en","EO"
"556",556,556,"Y",700,0,1,NA,1,2,0.345323715522172,"en",0.725,0.725,20,NA,NA,NA,NA,0,84,8,"EL",395,0.863223633986407,"EL","Ineligible","Hispanic","en","ES"
"557",557,557,"Y",999,0,1,NA,1,2,-1.21043296874106,"en",0.375,0.34375,20,82,73,89,NA,0,80,8,"EL",389,-0.503442842262349,"EL","Ineligible","Hispanic","en","ES"
"558",558,558,"Y",999,0,1,NA,1,1,-1.17319408884995,"es",0.375,0.375,20,97,92,101,NA,0,79,8,"EL",150,-0.41893141036762,"EL","Ineligible","Hispanic","es","ES"
