"","X","student_tracking_id","ethnicity","race","frpm","rptglng","fam_income","teachersurvey_el","teachersurvey_proficiency","LetAbility","langinst","wPercentCx","rawPercentCx","clean_school_id","wcj_lwi_ss","wcj_wa_ss","wcj_spelling_ss","wcm_lwi_ss","grade","age_month","school","langflu","ielpac_score","LetAbilitySS","ELStatus","proxy_SES","HispanicStatus","taskInst","MT"
"286",286,286,"N",700,55,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,10,120,125,98,NA,2,108,16,"EO",NA,-0.532252365716714,"EO","NotReported","Not Hispanic","en","EO"
"287",287,287,"N",700,55,0,NA,NA,NA,-0.449949119415816,"en",0.5,0.5,10,85,98,83,NA,2,112,16,"EO",NA,-1.25568065705291,"EO","NotReported","Not Hispanic","en","EO"
"288",288,288,"Y",700,55,1,NA,NA,NA,0.206552098881683,"en",0.65,0.65625,10,65,76,73,NA,2,114,16,"EL",241,-0.693724542762649,"EL","NotReported","Hispanic","en","ES"
"289",289,289,"Y",700,55,0,NA,NA,NA,1.05886917649267,"en",0.9,0.875,10,129,134,136,NA,2,105,16,"EO",NA,0.584045502880908,"EO","NotReported","Hispanic","en","EO"
"290",290,290,"N",700,55,0,NA,NA,NA,0.206552098881683,"en",0.65,0.65625,10,104,102,96,NA,2,115,16,"EO",NA,-0.740997094766268,"EO","NotReported","Not Hispanic","en","EO"
"291",291,291,"N",700,55,0,NA,NA,NA,1.05886917649267,"en",0.9,0.875,10,128,121,104,NA,2,110,16,"EO",NA,0.347682742862814,"EO","NotReported","Not Hispanic","en","EO"
"292",292,292,"N",600,55,0,NA,NA,NA,0.477315454000685,"en",0.675,0.71875,10,82,84,86,NA,2,103,16,"EO",NA,0.097036884396161,"EO","NotReported","Not Hispanic","en","EO"
"293",293,293,"N",200,55,0,NA,NA,NA,0.713510982530772,"en",0.75,0.78125,10,108,109,103,NA,2,113,16,"EO",NA,-0.139493107109941,"EO","NotReported","Not Hispanic","en","EO"
"294",294,294,"N",600,55,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,10,102,100,73,NA,2,106,16,"EO",NA,-0.683591611446663,"EO","NotReported","Not Hispanic","en","EO"
"295",295,295,"N",700,55,0,NA,NA,NA,-1.32810767070559,"en",0.35,0.34375,10,99,102,98,NA,2,110,16,"EO",NA,-2.03929410433545,"EO","NotReported","Not Hispanic","en","EO"
"296",296,296,"N",600,55,0,NA,NA,NA,-0.911449747975776,"en",0.4,0.4375,10,67,91,80,NA,2,113,16,"EO",NA,-1.76445383761649,"EO","NotReported","Not Hispanic","en","EO"
"297",297,297,"N",200,55,0,NA,NA,NA,-1.63136546707591,"en",0.3,0.3125,10,90,91,83,NA,2,109,16,"EO",NA,-2.29527934870215,"EO","NotReported","Not Hispanic","en","EO"
"298",298,298,"N",600,55,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,10,113,106,97,NA,2,114,16,"EO",NA,0.201614112004788,"EO","NotReported","Not Hispanic","en","EO"
"299",299,299,"Y",700,55,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,10,116,113,106,NA,2,104,16,"EO",NA,-0.343162157702239,"EO","NotReported","Hispanic","en","EO"
"300",300,300,"N",600,55,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,10,75,72,72,NA,2,108,16,"EO",NA,-0.532252365716714,"EO","NotReported","Not Hispanic","en","EO"
"301",301,301,"N",700,55,0,NA,NA,NA,0.936751538683891,"en",0.85,0.84375,10,96,102,101,NA,2,107,16,"EO",NA,0.367382761064892,"EO","NotReported","Not Hispanic","en","EO"
"302",302,302,"N",700,0,0,NA,NA,NA,0.307012014185126,"en",0.7,0.6875,10,97,77,77,NA,1,102,16,"EO",NA,-0.0259940034157789,"EO","Ineligible","Not Hispanic","en","EO"
"303",303,303,"Y",999,0,1,NA,NA,NA,-2.21670801877204,"en",0.175,0.1875,10,77,96,76,NA,1,97,16,"EL",NA,-2.31335127635485,"EL","Ineligible","Hispanic","en","ES"
"304",304,304,"N",700,0,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,10,110,111,89,NA,1,100,16,"EO",NA,-0.154071949687763,"EO","Ineligible","Not Hispanic","en","EO"
"305",305,305,"N",700,0,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,10,105,109,93,NA,1,94,16,"EO",NA,1.14706515207717,"EO","Ineligible","Not Hispanic","en","EO"
"306",306,306,"N",700,0,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,10,110,118,103,NA,1,105,16,"EO",NA,0.627067080037358,"EO","Ineligible","Not Hispanic","en","EO"
"307",307,307,"N",100,0,0,NA,NA,NA,0.893546073836603,"en",0.75,0.8125,10,111,101,95,NA,1,102,16,"EO",NA,0.560540056235698,"EO","Ineligible","Not Hispanic","en","EO"
"308",308,308,"Y",700,0,0,NA,NA,NA,0.225973831038495,"en",0.625,0.65625,10,104,110,93,NA,1,102,16,"EO",NA,-0.10703218656241,"EO","Ineligible","Hispanic","en","EO"
"309",309,309,"Y",600,0,0,NA,NA,NA,0.225973831038495,"en",0.625,0.65625,10,101,97,82,NA,1,101,16,"EO",NA,-0.0597596345587911,"EO","Ineligible","Hispanic","en","EO"
"310",310,310,"Y",100,0,0,NA,NA,NA,0.328485693608654,"en",0.675,0.6875,10,83,88,71,NA,1,100,16,"EO",NA,0.0900247800149868,"EO","Ineligible","Hispanic","en","EO"
"311",311,311,"Y",700,0,0,NA,NA,NA,-0.0280061563442619,"en",0.575,0.59375,10,95,107,88,NA,1,94,16,"EO",NA,0.0171682420837843,"EO","Ineligible","Hispanic","en","EO"
"312",312,312,"N",600,0,0,NA,NA,NA,-0.0509669850588511,"en",0.625,0.59375,10,96,107,81,NA,1,96,16,"EO",NA,-0.100337690638043,"EO","Ineligible","Not Hispanic","en","EO"
"313",313,313,"N",300,0,0,NA,NA,NA,0.382000971079614,"en",0.775,0.71875,10,118,105,90,NA,1,94,16,"EO",NA,0.42717536950766,"EO","Ineligible","Not Hispanic","en","EO"
"314",314,314,"N",200,0,0,NA,NA,NA,-0.173291699184974,"en",0.6,0.5625,10,99,108,108,NA,1,93,16,"EO",NA,-0.0808447487533089,"EO","Ineligible","Not Hispanic","en","EO"
"315",315,315,"N",700,0,0,NA,NA,NA,0.307012014185126,"en",0.7,0.6875,10,103,118,114,NA,1,95,16,"EO",NA,0.304913860609553,"EO","Ineligible","Not Hispanic","en","EO"
"316",316,316,"N",700,0,0,NA,NA,NA,-0.763251163858116,"en",0.45,0.4375,10,120,115,97,NA,1,88,16,"EO",NA,-0.434441453408356,"EO","Ineligible","Not Hispanic","en","EO"
"317",317,317,"Y",700,0,0,NA,NA,NA,-0.306288662678975,"en",0.5,0.53125,16,NA,NA,NA,NA,1,100,28,"EO",NA,-0.544749576272642,"EO","Ineligible","Hispanic","en","EO"
"318",318,318,"Y",700,55,0,NA,NA,NA,1.14718094579119,"en",0.85,0.875,16,77,102,90,NA,1,88,28,"EO",NA,1.47599065624095,"EO","NotReported","Hispanic","en","EO"
"319",319,319,"N",700,2,1,NA,NA,NA,0.607849529938805,"en",0.7,0.75,16,82,97,96,NA,1,89,28,"EL",NA,0.889386688384946,"EL","Eligible","Not Hispanic","en","ES"
"320",320,320,"N",700,2,1,NA,NA,NA,1.05886917649267,"en",0.9,0.875,16,60,61,77,NA,1,93,28,"EL",NA,1.15131612692434,"EL","Eligible","Not Hispanic","en","ES"
"321",321,321,"",700,0,0,NA,NA,NA,0.307012014185126,"en",0.7,0.6875,16,NA,NA,NA,NA,1,99,28,NA,NA,0.115823652595078,"EO","Ineligible",NA,"en","EO"
"322",322,322,"Y",700,2,0,NA,NA,NA,0.526130294968352,"en",0.775,0.75,16,84,94,86,NA,1,89,28,"EO",NA,0.807667453414493,"EO","Eligible","Hispanic","en","EO"
"323",323,323,"N",100,0,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,16,139,137,131,NA,1,97,28,"EO",NA,1.00524749606631,"EO","Ineligible","Not Hispanic","en","EO"
"324",324,324,"N",700,2,1,NA,NA,NA,0.452105923467513,"en",0.7,0.71875,16,NA,NA,NA,NA,1,97,28,"EL",NA,0.355462665884702,"EL","Eligible","Not Hispanic","en","ES"
"325",325,325,"Y",700,0,0,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,16,102,101,95,NA,1,93,28,"EO",NA,1.06763015141376,"EO","Ineligible","Hispanic","en","EO"
"326",326,326,"",700,2,1,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,16,NA,NA,NA,NA,1,96,28,NA,NA,0.9258124954029,"EL","Eligible",NA,"en","ES"
"327",327,327,"Y",700,55,0,NA,NA,NA,0.307012014185126,"en",0.7,0.6875,16,68,94,63,NA,1,98,28,"EO",NA,0.163096204598697,"EO","NotReported","Hispanic","en","EO"
"328",328,328,"Y",600,2,0,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,16,NA,NA,NA,NA,1,91,27,"EO",NA,0.614831215138774,"EO","Eligible","Hispanic","en","EO"
"329",329,329,"N",700,0,0,NA,NA,NA,0.936751538683891,"en",0.85,0.84375,16,NA,NA,NA,NA,1,96,27,"EO",NA,0.8873808331047,"EO","Ineligible","Not Hispanic","en","EO"
"330",330,330,"N",700,0,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,16,90,96,86,NA,1,91,27,"EO",NA,0.976050963344845,"EO","Ineligible","Not Hispanic","en","EO"
"331",331,331,"N",700,0,0,NA,NA,NA,1.29286229049482,"en",0.9,0.90625,16,136,134,132,NA,1,95,27,"EO",NA,1.29076413691925,"EO","Ineligible","Not Hispanic","en","EO"
"332",332,332,"Y",700,0,0,NA,NA,NA,0.208966155149139,"en",0.7,0.7,16,126,111,100,NA,1,90,27,"EO",NA,0.443230761591661,"EO","Ineligible","Hispanic","en","EO"
"333",333,333,"N",700,0,0,NA,NA,NA,0.246267995931139,"en",0.6,0.65625,16,108,110,97,NA,1,94,27,"EO",NA,0.291442394359185,"EO","Ineligible","Not Hispanic","en","EO"
"334",334,334,"Y",600,1,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,16,116,112,106,NA,1,91,27,"EO",NA,0.976050963344845,"EO","Eligible","Hispanic","en","EO"
"335",335,335,"N",700,0,0,NA,NA,NA,0.054531657040154,"en",0.675,0.625,16,NA,NA,NA,NA,1,99,27,"EO",NA,-0.136656704549894,"EO","Ineligible","Not Hispanic","en","EO"
"336",336,336,"Y",700,1,0,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,16,NA,NA,NA,NA,1,99,27,"EO",NA,-0.106799397684144,"EO","Eligible","Hispanic","en","EO"
"337",337,337,"N",700,0,0,NA,NA,NA,0.328485693608654,"en",0.675,0.6875,16,94,100,86,NA,1,97,27,"EO",NA,0.231842436025844,"EO","Ineligible","Not Hispanic","en","EO"
"338",338,338,"N",700,0,0,NA,NA,NA,1.01542889792082,"en",0.8,0.84375,16,NA,NA,NA,NA,1,97,27,"EO",NA,0.918785640338009,"EO","Ineligible","Not Hispanic","en","EO"
"339",339,339,"N",400,0,0,NA,NA,NA,-0.306288662678975,"en",0.5,0.53125,16,NA,NA,NA,NA,1,93,27,"EO",NA,-0.21384171224731,"EO","Ineligible","Not Hispanic","en","EO"
"340",340,340,"Y",700,1,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,16,110,112,107,NA,1,88,27,"EO",NA,1.43070046409888,"EO","Eligible","Hispanic","en","EO"
"341",341,341,"N",700,0,0,NA,NA,NA,-0.604818207694438,"en",0.475,0.46875,16,60,83,75,NA,1,98,27,"EO",NA,-0.748734017280867,"EO","Ineligible","Not Hispanic","en","EO"
"342",342,342,"Y",600,1,0,NA,NA,NA,1.45824573544024,"en",0.95,0.9375,16,119,112,107,NA,1,95,27,"EO",NA,1.45614758186467,"EO","Eligible","Hispanic","en","EO"
"343",343,343,"Y",600,0,0,NA,NA,NA,0.899996660233512,"en",0.875,0.84375,16,134,134,109,NA,1,102,27,"EO",NA,0.566990642632607,"EO","Ineligible","Hispanic","en","EO"
"344",344,344,"N",300,1,0,NA,NA,NA,0.328485693608654,"en",0.675,0.6875,16,NA,NA,NA,NA,1,90,27,"EO",NA,0.562750300051176,"EO","Eligible","Not Hispanic","en","EO"
"345",345,345,"Y",700,1,0,NA,NA,NA,0.526130294968352,"en",0.775,0.75,16,102,114,101,NA,1,96,27,"EO",NA,0.47675958938916,"EO","Eligible","Hispanic","en","EO"
"346",346,346,"N",700,55,0,NA,NA,NA,0.054531657040154,"en",0.675,0.625,16,72,97,82,NA,1,98,27,"EO",NA,-0.0893841525462754,"EO","NotReported","Not Hispanic","en","EO"
"347",347,347,"Y",700,2,0,NA,NA,NA,0.100430567862464,"en",0.6,0.625,16,99,105,99,NA,1,95,27,"EO",NA,0.0983324142868913,"EO","Eligible","Hispanic","en","EO"
"348",348,348,"N",600,55,0,NA,NA,NA,1.29286229049482,"en",0.9,0.90625,16,95,113,86,NA,1,91,27,"EO",NA,1.47985434493372,"EO","NotReported","Not Hispanic","en","EO"
"349",349,349,"N",300,2,0,NA,NA,NA,0.552355284071622,"en",0.75,0.75,16,120,119,104,NA,1,89,27,"EO",NA,0.833892442517763,"EO","Eligible","Not Hispanic","en","EO"
"350",350,350,"N",200,55,0,NA,NA,NA,0.975183200982092,"en",0.825,0.84375,16,77,94,83,NA,1,94,27,"EO",NA,1.02035759941014,"EO","NotReported","Not Hispanic","en","EO"
"351",351,351,"Y",400,0,0,NA,NA,NA,0.756985308390598,"en",0.85,0.8125,16,69,98,73,NA,1,100,27,"EO",NA,0.518524394796931,"EO","Ineligible","Hispanic","en","EO"
"352",352,352,"N",700,2,0,NA,NA,NA,-0.301858799449767,"en",0.525,0.53125,16,63,66,63,NA,1,95,27,"EO",NA,-0.30395695302534,"EO","Eligible","Not Hispanic","en","EO"
"353",353,353,"N",700,0,0,NA,NA,NA,1.05886917649267,"en",0.9,0.875,16,123,129,108,NA,1,88,27,"EO",NA,1.38767888694243,"EO","Ineligible","Not Hispanic","en","EO"
"354",354,354,"Y",600,1,0,NA,NA,NA,0.452105923467513,"en",0.7,0.71875,16,91,99,90,NA,1,91,27,"EO",NA,0.639097977906416,"EO","Eligible","Hispanic","en","EO"
"355",355,355,"N",700,2,0,NA,NA,NA,-0.0397440157169303,"en",0.6,0.59375,16,NA,NA,NA,NA,1,90,27,"EO",NA,0.194520590725592,"EO","Eligible","Not Hispanic","en","EO"
"356",356,356,"Y",700,1,0,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,16,69,79,65,NA,1,98,27,"EO",NA,-1.51962789975779,"EO","Eligible","Hispanic","en","EO"
"357",357,357,"Y",700,2,0,NA,NA,NA,0.404481589687733,"en",0.75,0.71875,16,NA,NA,NA,NA,1,95,27,"EO",NA,0.40238343611216,"EO","Eligible","Hispanic","en","EO"
"358",358,358,"N",700,2,0,NA,NA,NA,1.24093420144233,"en",0.925,0.90625,16,64,63,79,NA,1,91,27,"EO",NA,1.42792625588123,"EO","Eligible","Not Hispanic","en","EO"
"359",359,359,"Y",700,2,0,NA,NA,NA,-0.161495385831282,"en",0.55,0.5625,16,NA,NA,NA,NA,1,91,27,"EO",NA,0.0254966686076209,"EO","Eligible","Hispanic","en","EO"
"360",360,360,"Y",700,3,1,NA,1,3,-1.94988569124135,"en",0.225,0.21875,19,106,103,82,NA,1,96,11,"EL",294,-1.99925639682054,"EL","Eligible","Hispanic","en","ES"
"361",361,361,"Y",700,3,0,NA,0,3,-1.37571209017136,"en",0.1,0.166666666666667,19,92,68,91,NA,1,98,11,"EO",NA,-1.51962789975779,"EO","Eligible","Hispanic","en","EO"
"362",362,362,"Y",700,0,0,NA,0,3,0.57958049384339,"en",0.725,0.75,19,112,116,121,NA,1,101,11,"EO",NA,0.293847028246104,"EO","Ineligible","Hispanic","en","EO"
"363",363,363,"N",600,3,0,NA,0,3,0.756985308390598,"en",0.85,0.8125,19,81,89,88,NA,1,97,11,"EO",NA,0.660342050807788,"EO","Eligible","Not Hispanic","en","EO"
"364",364,364,"Y",600,3,0,NA,0,3,-0.823600885651215,"en",0.425,0.4375,19,116,118,102,NA,1,98,11,"EO",NA,-0.967516695237644,"EO","Eligible","Hispanic","en","EO"
"365",365,365,"Y",700,3,0,NA,0,3,1.10189075364912,"en",0.875,0.875,19,108,106,106,NA,1,102,11,"EO",NA,0.768884736048215,"EO","Eligible","Hispanic","en","EO"
"366",366,366,"Y",700,3,0,NA,0,3,-2.14512030407946,"en",0.2,0.21875,19,89,93,92,NA,1,93,11,"EO",NA,-2.0526733536478,"EO","Eligible","Hispanic","en","EO"
"367",367,367,"N",600,3,0,NA,0,3,0.286392864642851,"en",0.725,0.6875,19,83,88,83,NA,1,95,11,"EO",NA,0.284294711067278,"EO","Eligible","Not Hispanic","en","EO"
"368",368,368,"N",600,3,0,NA,0,3,1.05886917649267,"en",0.9,0.875,19,120,107,112,NA,1,97,11,"EO",NA,0.96222591890986,"EO","Eligible","Not Hispanic","en","EO"
"369",369,369,"Y",700,0,0,NA,0,3,0.975183200982092,"en",0.825,0.84375,19,89,94,87,NA,1,94,11,"EO",NA,1.02035759941014,"EO","Ineligible","Hispanic","en","EO"
"370",370,370,"Y",700,3,1,NA,0,3,0.404481589687733,"en",0.75,0.71875,19,73,94,81,NA,1,102,11,"EL",560,0.0714755720868281,"EL","Eligible","Hispanic","en","ES"
"371",371,371,"N",600,3,0,NA,0,3,0.789058908905942,"en",0.825,0.8125,19,98,105,106,NA,1,99,11,"EO",NA,0.597870547315894,"EO","Eligible","Not Hispanic","en","EO"
"372",372,372,"Y",700,3,0,NA,0,3,1.45824573544024,"en",0.95,0.9375,19,130,129,123,NA,1,99,11,"EO",NA,1.26705737385019,"EO","Eligible","Hispanic","en","EO"
"373",373,373,"Y",700,3,0,NA,0,3,1.24093420144233,"en",0.925,0.90625,19,105,96,73,NA,1,98,11,"EO",NA,1.0970183918559,"EO","Eligible","Hispanic","en","EO"
"374",374,374,"N",600,3,0,NA,0,3,0.713510982530772,"en",0.75,0.78125,19,103,96,97,NA,1,99,11,"EO",NA,0.522322620940724,"EO","Eligible","Not Hispanic","en","EO"
"375",375,375,"Y",700,0,0,NA,0,3,0.427839160699871,"en",0.725,0.71875,19,70,82,71,NA,1,102,11,"EO",NA,0.0948331430989661,"EO","Ineligible","Hispanic","en","EO"
"376",376,376,"N",600,3,0,NA,0,3,-0.920293131083552,"en",0.425,0.40625,19,55,55,63,NA,1,97,11,"EO",NA,-1.01693638866636,"EO","Eligible","Not Hispanic","en","EO"
"377",377,377,"N",600,3,0,NA,0,3,0.762708492349471,"en",0.825,0.825,19,113,112,113,NA,1,92,11,"EO",NA,0.902427994784755,"EO","Eligible","Not Hispanic","en","EO"
"378",378,378,"N",600,3,0,NA,0,1,-0.0280061563442619,"en",0.575,0.59375,19,64,67,74,NA,1,91,11,"EO",NA,0.158985898094641,"EO","Eligible","Not Hispanic","en","EO"
"379",379,379,"N",600,3,0,NA,0,3,0.183638329448928,"en",0.583333333333333,0.583333333333333,19,57,51,60,NA,1,102,11,"EO",NA,-0.149367688151977,"EO","Eligible","Not Hispanic","en","EO"
"380",380,380,"Y",700,3,1,NA,1,3,0.653420792083748,"en",0.8,0.78125,19,62,45,43,NA,1,100,11,"EL",197,0.414959878490081,"EL","Eligible","Hispanic","en","ES"
"381",381,381,"Y",700,0,0,NA,0,3,-0.920293131083552,"en",0.425,0.40625,19,65,63,74,NA,1,91,11,"EO",NA,-0.733301076644649,"EO","Ineligible","Hispanic","en","EO"
"382",382,382,"Y",999,0,1,NA,NA,NA,1.29286229049482,"en",0.9,0.90625,20,73,53,78,NA,2,110,8,"EL",NA,0.581675856864964,"EL","Ineligible","Hispanic","en","ES"
"383",383,383,"Y",999,2,1,NA,NA,NA,0.653420792083748,"en",0.8,0.78125,20,101,92,84,NA,2,111,8,"EL",NA,-0.105038193549727,"EL","Eligible","Hispanic","en","ES"
"384",384,384,"Y",999,0,1,NA,NA,NA,0.653420792083748,"en",0.8,0.78125,20,82,85,76,NA,2,109,8,"EL",NA,-0.0104930895424893,"EL","Ineligible","Hispanic","en","ES"
"385",385,385,"Y",999,2,1,NA,NA,NA,0.307012014185126,"en",0.7,0.6875,20,NA,NA,NA,NA,2,109,8,"EL",NA,-0.356901867441111,"EL","Eligible","Hispanic","en","ES"
"386",386,386,"Y",300,0,0,NA,NA,NA,-1.17319408884995,"en",0.375,0.375,20,102,101,61,NA,2,107,8,"EO",NA,-1.74256286646895,"EO","Ineligible","Hispanic","en","EO"
"387",387,387,"Y",999,0,0,NA,NA,NA,0.246826720822948,"en",0.7,0.7,20,110,116,108,NA,2,106,8,"EO",NA,-0.275269504792433,"EO","Ineligible","Hispanic","en","EO"
"388",388,388,"Y",700,2,0,NA,NA,NA,0.653420792083748,"en",0.8,0.78125,20,72,87,68,NA,2,104,8,"EO",NA,0.225869670475605,"EO","Eligible","Hispanic","en","EO"
"389",389,389,"Y",999,2,1,NA,NA,NA,-1.4655143363769,"en",0.325,0.3125,20,82,84,82,NA,2,106,8,"EL",NA,-1.98761056199228,"EL","Eligible","Hispanic","en","ES"
"390",390,390,"Y",999,1,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,20,90,97,97,NA,2,103,8,"EO",NA,0.408780339301418,"EO","Eligible","Hispanic","en","EO"
"391",391,391,"Y",999,2,1,NA,NA,NA,0.899996660233512,"en",0.875,0.84375,20,138,143,117,NA,2,105,8,"EL",NA,0.42517298662175,"EL","Eligible","Hispanic","en","ES"
"392",392,392,"Y",100,0,0,NA,NA,NA,0.206552098881683,"en",0.65,0.65625,20,80,91,81,NA,2,107,8,"EO",NA,-0.362816678737317,"EO","Ineligible","Hispanic","en","EO"
"393",393,393,"Y",999,2,1,NA,NA,NA,0.936751538683891,"en",0.85,0.84375,20,65,77,65,NA,2,111,8,"EL",NA,0.178292553050416,"EL","Eligible","Hispanic","en","ES"
"394",394,394,"N",999,0,0,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,20,95,95,85,NA,2,110,8,"EO",NA,-0.283347272929985,"EO","Ineligible","Not Hispanic","en","EO"
"395",395,395,"Y",999,2,1,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,20,82,97,87,NA,2,110,8,"EL",NA,-0.283347272929985,"EL","Eligible","Hispanic","en","ES"
"396",396,396,"Y",999,0,0,NA,NA,NA,0.625049043443043,"en",0.825,0.78125,20,110,114,112,NA,2,102,8,"EO",NA,0.292043025842138,"EO","Ineligible","Hispanic","en","EO"
"397",397,397,"Y",999,2,1,NA,NA,NA,0.57958049384339,"en",0.725,0.75,20,104,119,93,NA,2,104,8,"EL",NA,0.152029372235247,"EL","Eligible","Hispanic","en","ES"
"398",398,398,"Y",999,1,1,NA,NA,NA,0.713510982530772,"en",0.75,0.78125,20,98,100,91,NA,2,103,8,"EL",NA,0.333232412926248,"EL","Eligible","Hispanic","en","ES"
"399",399,399,"Y",999,2,0,NA,NA,NA,0.286392864642851,"en",0.725,0.6875,20,84,86,74,NA,2,105,8,"EO",NA,-0.188430808968911,"EO","Eligible","Hispanic","en","EO"
"400",400,400,"N",200,0,0,NA,NA,NA,0.789058908905942,"en",0.825,0.8125,20,111,111,101,NA,2,111,8,"EO",NA,0.0305999232724669,"EO","Ineligible","Not Hispanic","en","EO"
"401",401,401,"Y",999,2,1,NA,NA,NA,-0.155933223540621,"en",0.525,0.5625,20,69,87,76,NA,2,110,8,"EL",NA,-0.867119657170477,"EL","Eligible","Hispanic","en","ES"
"402",402,402,"Y",999,2,1,NA,NA,NA,-1.69054644403119,"en",0.275,0.25,20,42,NA,52,NA,2,115,8,"EL",NA,-2.63809563767914,"EL","Eligible","Hispanic","en","ES"
"403",403,403,"Y",700,2,0,NA,NA,NA,-1.4855057607404,"en",0.325,0.34375,20,49,47,56,NA,2,119,8,"EO",NA,-2.62214516240283,"EO","Eligible","Hispanic","en","EO"
"404",404,404,"Y",700,0,0,NA,NA,NA,0.936751538683891,"en",0.85,0.84375,20,109,103,104,NA,2,106,8,"EO",NA,0.414655313068511,"EO","Ineligible","Hispanic","en","EO"
"405",405,405,"Y",999,1,1,NA,NA,NA,0.307012014185126,"es",0.7,0.6875,20,56,NA,58,NA,2,108,8,"EL",NA,-0.309629315437492,"EL","Eligible","Hispanic","es","ES"
"406",406,406,"Y",999,2,1,NA,NA,NA,-0.299524492150996,"es",0.55,0.53125,20,NA,NA,50,NA,2,113,8,"EL",NA,-1.15252858179171,"EL","Eligible","Hispanic","es","ES"
"407",407,407,"Y",999,2,1,NA,NA,NA,-1.3373526565918,"en",0.35,0.3125,20,52,57,59,NA,2,118,8,"EL",NA,-2.42671950625061,"EL","Eligible","Hispanic","en","ES"
"408",408,408,"Y",999,1,1,NA,NA,NA,0.526130294968352,"en",0.775,0.75,20,79,91,78,NA,2,105,8,"EL",NA,0.0513066213565903,"EL","Eligible","Hispanic","en","ES"
"409",409,409,"Y",999,1,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,20,103,102,85,NA,2,110,8,"EO",NA,0.390704320019264,"EO","Eligible","Hispanic","en","EO"
"410",410,410,"Y",999,1,1,NA,NA,NA,-1.37571209017136,"en",0.1,0.166666666666667,20,57,69,66,NA,2,111,8,"EL",NA,-2.13417107580484,"EL","Eligible","Hispanic","en","ES"
"411",411,411,"Y",999,2,1,NA,NA,NA,1.24093420144233,"en",0.925,0.90625,20,88,95,82,NA,2,110,8,"EL",NA,0.529747767812474,"EL","Eligible","Hispanic","en","ES"
"412",412,412,"N",700,1,0,NA,NA,NA,0.054531657040154,"en",0.675,0.625,20,NA,NA,NA,NA,2,108,8,"EO",NA,-0.562109672582464,"EO","Eligible","Not Hispanic","en","EO"
"413",413,413,"N",999,0,0,NA,NA,NA,0.625049043443043,"en",0.825,0.78125,20,89,103,88,NA,2,103,8,"EO",NA,0.244770473838519,"EO","Ineligible","Not Hispanic","en","EO"
"414",414,414,"Y",999,2,1,NA,NA,NA,0.328485693608654,"es",0.675,0.6875,20,74,87,83,NA,2,103,8,"EL",NA,-0.0517928759958699,"EL","Eligible","Hispanic","es","ES"
"415",415,415,"U",700,0,0,NA,NA,NA,-1.85993723418404,"en",0.25,0.25,20,105,111,95,NA,2,106,8,"EO",NA,-2.38203345979942,"EO","Ineligible","not Available","en","EO"
"416",416,416,"Y",999,2,1,NA,NA,NA,1.24093420144233,"es",0.925,0.90625,20,104,106,97,NA,2,109,8,"EL",NA,0.577020319816093,"EL","Eligible","Hispanic","es","ES"
"417",417,417,"Y",999,2,1,NA,NA,NA,0.427839160699871,"en",0.725,0.71875,20,89,87,82,NA,2,106,8,"EL",NA,-0.0942570649155096,"EL","Eligible","Hispanic","en","ES"
"418",418,418,"Y",700,2,1,NA,NA,NA,0.936751538683891,"en",0.85,0.84375,20,103,101,83,NA,2,121,8,"EL",NA,-0.294432966985773,"EL","Eligible","Hispanic","en","ES"
"419",419,419,"Y",999,0,0,NA,NA,NA,0.328485693608654,"en",0.675,0.6875,20,66,55,75,NA,2,108,8,"EO",NA,-0.288155636013964,"EO","Ineligible","Hispanic","en","EO"
"420",420,420,"Y",999,1,0,NA,NA,NA,1.10189075364912,"en",0.875,0.875,20,119,106,107,NA,2,106,8,"EO",NA,0.579794528033739,"EO","Eligible","Hispanic","en","EO"
"421",421,421,"Y",999,2,1,NA,NA,NA,0.0843889639059041,"en",0.625,0.625,20,94,105,81,NA,2,110,8,"EL",NA,-0.626797469723952,"EL","Eligible","Hispanic","en","ES"
"422",422,422,"Y",999,2,0,NA,0,NA,0.187970476525537,"en",0.675,0.65625,20,59,83,68,NA,1,112,8,"EO",NA,-0.617761061111557,"EO","Eligible","Hispanic","en","EO"
